avg_velocity,max_velocity,std_velocity,total_distance,fixation_ratio,unique_area_count,responden,label
0.36196788318686374,1.253364481191648,0.40366166486112076,3.9797996311583965,0.0,5,responden_1,sedang
0.5362026094941109,1.6263382596294373,0.4946727252306495,5.549392690850302,0.0,6,responden_1,sedang
0.4029364690302176,2.4372801972311207,0.5574679483887222,4.1846946262550855,0.0,5,responden_1,sedang
0.39543520660958403,1.5464851947412073,0.41812807232134636,4.10127091363002,0.0,5,responden_1,sedang
0.3770659054333475,1.6642645619768186,0.3829384392234363,3.9119774138951455,0.03333333333333333,4,responden_1,sedang
0.45735247924699557,4.192660653419549,1.0159371898260352,4.757159596685062,0.06666666666666667,5,responden_1,sedang
0.724737349336827,4.571049260228102,1.065079725565796,7.534659601499155,0.03333333333333333,7,responden_1,sedang
0.7693347341851153,2.3832554102249834,0.6615196409774377,8.539489436439572,0.0,7,responden_1,sedang
0.810435081532015,4.287608565539913,1.2916210019595795,8.442678279710071,0.06666666666666667,7,responden_1,sedang
0.3913436675256738,1.6718275949427377,0.44311370343192114,4.4055062116417725,0.03333333333333333,4,responden_1,sedang
0.4098145053627224,1.5304275657923214,0.4035911796755272,4.258838909198492,0.0,5,responden_1,sedang
0.6204576580598353,2.2115452537884215,0.6314970161264608,6.46796560902745,0.06666666666666667,7,responden_1,sedang
0.7591940763885,2.0859898591320905,0.6003977619032304,7.912603184672381,0.03333333333333333,6,responden_1,sedang
0.6663854843742314,2.330197608909699,0.7442783352130427,6.967524033824687,0.03333333333333333,4,responden_1,sedang
1.389657127658892,5.477542406502122,1.2385876071845225,14.493151894284791,0.0,9,responden_1,sedang
0.7726872345762672,3.145988804961322,0.8034652477446019,8.083956383494238,0.0,6,responden_1,sedang
0.833992133008365,2.4035370634260937,0.8119206896117391,8.641920103305914,0.03333333333333333,5,responden_1,sedang
0.7745358845501811,2.498890644673039,0.8067947570568088,7.871639650614739,0.034482758620689655,5,responden_1,sedang
0.7745358845501811,2.498890644673039,0.8067947570568088,7.871639650614739,0.034482758620689655,5,responden_1,sedang
1.0427901248889107,2.504307131691816,0.8620342759106364,11.319646160027553,0.0,9,responden_2,sedang
0.8091323690716783,3.00830075425959,0.7492514819284143,9.277042309846728,0.0,9,responden_2,sedang
0.6434539979956145,5.165939544172018,1.2652442756615863,8.03201207259567,0.06666666666666667,7,responden_2,sedang
0.829945615642773,2.2711014693951648,0.7219057245639938,8.743088904919489,0.0,9,responden_2,sedang
0.7454412934877763,5.612887999469747,1.2824104397506348,7.814062295038212,0.43333333333333335,7,responden_2,sedang
0.7277967210019598,6.107686866804274,1.2786302377992302,7.588578973353407,0.36666666666666664,10,responden_2,sedang
0.5389535773232622,1.9295577465434957,0.4671141141688338,5.629155290818871,0.06666666666666667,4,responden_2,sedang
0.733125445672002,2.541042032840758,0.9169820402584302,7.6300804988703295,0.03333333333333333,4,responden_2,sedang
0.6282734034987918,2.4466276826309676,0.7368347921444132,6.5588489936312575,0.0,5,responden_2,sedang
0.24082991603229997,2.474799476908366,0.5807381557514617,2.5178420633430947,0.7,3,responden_2,sedang
0.5303209589962514,2.704648093196312,0.6116634920637193,5.529200404412998,0.0,6,responden_2,sedang
0.5370214885948141,2.272727013049969,0.6939740276770631,5.633627669311593,0.06666666666666667,8,responden_2,sedang
0.4073175321555871,2.5805676429519897,0.637725852678348,4.269191387583747,0.3333333333333333,5,responden_2,sedang
0.5584592374907836,2.51736995452783,0.5030761344764745,5.845629681751581,0.0,6,responden_2,sedang
0.4915994187022143,2.4542253814309576,0.7709659444386796,5.1140086507989215,0.3,3,responden_2,sedang
0.7326968223524494,5.982410351137224,1.3629103750094107,7.716976698250486,0.03333333333333333,7,responden_2,sedang
1.168371239537524,5.272087452374915,1.541937323016869,12.20878171689317,0.03333333333333333,9,responden_2,sedang
0.4334578555595385,2.113959692989284,0.6064648639288489,4.532132435802833,0.0,3,responden_2,sedang
0.6406257821629696,2.322668342378829,0.6097045767937,6.688385600320608,0.0,4,responden_2,sedang
0.45710278763593554,2.4227085797844006,0.5430623179094682,4.769237772537529,0.0,6,responden_2,sedang
0.566438681277064,2.478469413220883,0.6694077904963825,5.902017522961471,0.16666666666666666,7,responden_2,sedang
0.4592859628808111,2.559382510192326,0.5396664242752894,4.820231592700362,0.03333333333333333,6,responden_2,sedang
0.796476238161177,5.091326703562785,1.365362226635991,8.329423232833696,0.2,6,responden_2,sedang
0.7791827704947459,3.306637250807072,0.8946909788125137,8.186025770088646,0.03333333333333333,9,responden_2,sedang
0.530293332558038,2.500803345540943,0.688702850332724,5.5262832864547855,0.03333333333333333,5,responden_2,sedang
0.6183244838480029,1.5130761651919775,0.5108188070741493,4.093188844451255,0.0,6,responden_2,sedang
0.6183244838480029,1.5130761651919775,0.5108188070741493,4.093188844451255,0.0,6,responden_2,sedang
0.6169602284167456,2.319100314934349,0.5628338030603017,6.4629083337394375,0.03333333333333333,5,responden_3,tinggi
0.6553793381740148,2.173988232336279,0.5490889709649668,6.817752748786212,0.03333333333333333,5,responden_3,tinggi
0.7154797048773769,2.1758965230979945,0.6687739725883185,7.486828142722183,0.1,5,responden_3,tinggi
0.8739589316054271,2.2469920585674323,0.6805639352060777,9.062963457235648,0.0,5,responden_3,tinggi
0.9020351367576258,2.2611411267679076,0.7616740002583577,9.47373762602587,0.0,6,responden_3,tinggi
0.8353120936211826,2.269325251685966,0.6940615706261943,8.769443402357133,0.0,5,responden_3,tinggi
0.8353120936211826,2.269325251685966,0.6940615706261943,8.769443402357133,0.0,5,responden_3,tinggi
0.4936814506269171,1.9453680830489322,0.5093005305443782,5.598831273621972,0.03333333333333333,6,responden_4,tinggi
0.5681621811588425,2.0057347109671633,0.6172418987505216,6.367923537970073,0.06666666666666667,5,responden_4,tinggi
0.46311617306791697,2.141972960938334,0.6107091212835981,5.268704923180062,0.03333333333333333,5,responden_4,tinggi
0.5222418658862035,2.045996607750815,0.5760830628624741,6.020877745029268,0.03333333333333333,4,responden_4,tinggi
0.6378363445281481,2.1371574555905983,0.7359390749862385,7.140958505808628,0.03333333333333333,6,responden_4,tinggi
0.45959762644381136,2.0870628918821663,0.6133102530950509,5.238941187664108,0.13333333333333333,3,responden_4,tinggi
